name,address,phone,rating,reviewCount,category,mapsUrl,status,scrapedAt,outreach
Hong Kong Buffet,"219 St Nazaire Rd, Broussard, LA 70518, USA",(337) 839-2777,3.7,567,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJZ9_Q04d9I4YRu5UbGYwFJb4,OPERATIONAL,2026-03-28T17:42:07.000Z,"Hi there,

I noticed that Hong Kong Buffet doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 3.7⭐ rating with 567 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Samurai Sushi Bar Two,"201 Albertson Pkwy, Broussard, LA 70518, USA",(337) 839-0073,4.6,273,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJ43E4qqqCJIYRuoTneeco3dk,OPERATIONAL,2026-03-28T17:42:07.000Z,"Hi there,

I noticed that Samurai Sushi Bar Two doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.6⭐ rating with 273 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Young's Sports Grill,"305 E Main St, Broussard, LA 70518, USA",(337) 330-2900,4.4,382,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJPbhWUJyCJIYRwgXdrffhl10,OPERATIONAL,2026-03-28T17:42:09.297Z,"Hi there,

I noticed that Young's Sports Grill doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.4⭐ rating with 382 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
BJ's Poorboy and Plate Lunches,"107 N Morgan Ave, Broussard, LA 70518, USA",(337) 839-8300,4.6,274,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJM1sOop6CJIYRsoaFgulfKIs,OPERATIONAL,2026-03-28T17:42:09.297Z,"Hi there,

I noticed that BJ's Poorboy and Plate Lunches doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.6⭐ rating with 274 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Sushi Roxx,"4016 Hwy 90 E #108, Broussard, LA 70518, USA",(337) 330-2147,4.1,99,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJsVoXPZ6CJIYRlI_g8TjWc08,OPERATIONAL,2026-03-28T17:42:09.297Z,"Hi there,

I noticed that Sushi Roxx doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.1⭐ rating with 99 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Saketini Sushi & Hibachi,"817 Albertson Pkwy H, Broussard, LA 70518, USA",(337) 445-3601,4.2,234,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJqSPbhWN9I4YR2OFKAP6MymY,OPERATIONAL,2026-03-28T17:42:09.297Z,"Hi there,

I noticed that Saketini Sushi & Hibachi doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.2⭐ rating with 234 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Felipe’s Cantina & Grill,"4016 Hwy 90 E #100, Broussard, LA 70518, USA",(337) 252-7142,4.8,144,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJKwDcOyiDJIYRYQZVQt9s5GE,OPERATIONAL,2026-03-28T17:42:09.297Z,"Hi there,

I noticed that Felipe’s Cantina & Grill doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.8⭐ rating with 144 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
337 BBQ,"521 Ave C, Broussard, LA 70518, USA",(337) 315-3419,4.1,16,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJL_oDPwCDJIYRyB-5yDrQy1M,OPERATIONAL,2026-03-28T17:42:11.505Z,"Hi there,

I noticed that 337 BBQ doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.1⭐ rating with 16 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Express 90,"4604 Hwy 90 E, Broussard, LA 70518, USA",(337) 837-7145,5,2,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJIS_1N6aDJIYRcBUB56KkMwI,OPERATIONAL,2026-03-28T17:42:11.505Z,"Hi there,

I noticed that Express 90 doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 5⭐ rating with 2 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Deuce’s Taste of the South,"2007 E Main St, Broussard, LA 70518, USA",(337) 441-1615,4.6,61,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJxydSJZt9I4YRVZLi9oLMlc4,OPERATIONAL,2026-03-28T17:42:11.505Z,"Hi there,

I noticed that Deuce’s Taste of the South doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.6⭐ rating with 61 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
The Boozy & Boiling Barn,"6830 B, 6830 Ambassador Caffery Pkwy, Broussard, LA 70518, USA",(337) 330-4200,4.4,69,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJ1XL-kUh9I4YRY4GlFBfIIYk,OPERATIONAL,2026-03-28T17:42:11.505Z,"Hi there,

I noticed that The Boozy & Boiling Barn doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.4⭐ rating with 69 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Taqueria El Dollar,"402 Lafayette St, Youngsville, LA 70592, USA",,,0,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJTTqxJQBjI4YR275SRZxDlos,OPERATIONAL,2026-03-28T17:42:14.187Z,"Hi there,

I noticed that Taqueria El Dollar doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Taqueria El Dolar #4,"402 Lafayette St, Youngsville, LA 70592, USA",(337) 326-8684,4.2,10,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJ6RVveeOfJIYRaXp8lPDEaak,OPERATIONAL,2026-03-28T17:42:14.187Z,"Hi there,

I noticed that Taqueria El Dolar #4 doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.2⭐ rating with 10 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Roxie's Outdoor Patio and Drive-Thru,"624 Lafayette St, Youngsville, LA 70592, USA",(337) 573-7055,4.4,25,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJJwFiV69jI4YRcO3A0QG6Uyw,CLOSED_TEMPORARILY,2026-03-28T17:42:14.187Z,"Hi there,

I noticed that Roxie's Outdoor Patio and Drive-Thru doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have a 4.4⭐ rating with 25 reviews on Google — that's a real asset. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
Le Choix des Cajuns,"2809 Youngsville Hwy, Youngsville, LA 70592, USA",(337) 250-0141,,0,restaurant,https://www.google.com/maps/place/?q=place_id:ChIJUXAMgNljI4YRgHeHs3JE2YI,OPERATIONAL,2026-03-28T17:42:14.187Z,"Hi there,

I noticed that Le Choix des Cajuns doesn't have a website yet — so I went ahead and built one for you.

It's live at: [DEMO_URL]

You have reviews on Google that are bringing people in. A website will help you convert that attention into more customers.

We build and maintain professional websites for Lafayette area businesses starting at $39/month — and you can see exactly what you're getting before you pay anything.

If you'd like to keep it, update it, or just chat — reply here or call/text anytime.

— InkThorn Crustacean Web Development
   hello@inkthorn.ai | inkthorn.ai/crustacean"
